holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume
,268.4,0.0,0.0,1,Clear,sky is clear,2014-04-05 06:00:00,medium
,268.04,0.0,0.0,40,Clouds,scattered clouds,2014-04-05 07:00:00,medium
,269.55,0.0,0.0,40,Clouds,scattered clouds,2014-04-05 08:00:00,high
,271.74,0.25,0.0,40,Rain,light rain,2014-04-05 09:00:00,high
,274.54,0.41,0.0,20,Rain,light rain,2014-04-05 10:00:00,high
,276.29,0.51,0.0,1,Rain,light rain,2014-04-05 11:00:00,high
,277.61,0.57,0.0,1,Rain,light rain,2014-04-05 12:00:00,high
,278.79,0.81,0.0,1,Rain,light rain,2014-04-05 13:00:00,high
,279.87,0.76,0.0,1,Rain,light rain,2014-04-05 14:00:00,high
,280.76,0.25,0.0,40,Rain,light rain,2014-04-05 15:00:00,high
,281.62,0.0,0.0,40,Clouds,scattered clouds,2014-04-05 16:00:00,high
,281.87,0.0,0.0,40,Clouds,scattered clouds,2014-04-05 17:00:00,high
,281.56,0.0,0.0,75,Clouds,broken clouds,2014-04-05 18:00:00,high
,281.1,0.0,0.0,75,Clouds,broken clouds,2014-04-05 19:00:00,high
,280.28,0.0,0.0,75,Clouds,broken clouds,2014-04-05 20:00:00,high
,279.6,0.0,0.0,75,Clouds,broken clouds,2014-04-05 21:00:00,high
,279.1,0.0,0.0,40,Clouds,scattered clouds,2014-04-05 22:00:00,high
,278.49,0.0,0.0,20,Clouds,few clouds,2014-04-05 23:00:00,high
,278.1,0.0,0.0,20,Clouds,few clouds,2014-04-06 00:00:00,medium
,278.19,0.0,0.0,75,Clouds,broken clouds,2014-04-06 01:00:00,medium
,278.42,0.0,0.0,75,Clouds,broken clouds,2014-04-06 02:00:00,low
,278.69,0.0,0.0,75,Clouds,broken clouds,2014-04-06 03:00:00,low
,278.77,0.0,0.0,75,Clouds,broken clouds,2014-04-06 04:00:00,low
,278.57,0.0,0.0,20,Clouds,few clouds,2014-04-06 05:00:00,low
,278.21,0.0,0.0,40,Clouds,scattered clouds,2014-04-06 06:00:00,low
,278.04,0.0,0.0,75,Clouds,broken clouds,2014-04-06 07:00:00,medium
,278.39,0.0,0.0,40,Clouds,scattered clouds,2014-04-06 08:00:00,medium
,279.71,0.0,0.0,40,Clouds,scattered clouds,2014-04-06 09:00:00,high
,281.21,0.0,0.0,20,Clouds,few clouds,2014-04-06 10:00:00,high
,282.81,0.0,0.0,1,Clear,sky is clear,2014-04-06 11:00:00,high
,284.06,0.0,0.0,1,Clear,sky is clear,2014-04-06 12:00:00,high
,285.42,0.0,0.0,1,Clear,sky is clear,2014-04-06 13:00:00,high
,286.66,0.0,0.0,1,Clear,sky is clear,2014-04-06 14:00:00,high
,288.3,0.0,0.0,1,Clear,sky is clear,2014-04-06 15:00:00,high
,288.68,0.0,0.0,20,Clouds,few clouds,2014-04-06 16:00:00,high
,288.99,0.0,0.0,20,Clouds,few clouds,2014-04-06 17:00:00,high
,288.8,0.0,0.0,20,Clouds,few clouds,2014-04-06 18:00:00,high
,288.19,0.0,0.0,20,Clouds,few clouds,2014-04-06 19:00:00,high
,285.89,0.0,0.0,20,Clouds,few clouds,2014-04-06 20:00:00,high
,282.05,0.0,0.0,75,Clouds,broken clouds,2014-04-06 21:00:00,high
,280.93,0.0,0.0,90,Clouds,overcast clouds,2014-04-06 22:00:00,medium
,280.8,0.0,0.0,90,Clouds,overcast clouds,2014-04-06 23:00:00,medium
,281.37,0.0,0.0,75,Clouds,broken clouds,2014-04-07 00:00:00,low
,280.56,0.0,0.0,75,Clouds,broken clouds,2014-04-07 01:00:00,low
,279.82,0.0,0.0,20,Clouds,few clouds,2014-04-07 02:00:00,low
,278.74,0.0,0.0,75,Clouds,broken clouds,2014-04-07 03:00:00,low
,277.92,0.0,0.0,75,Clouds,broken clouds,2014-04-07 04:00:00,medium
,277.1,0.0,0.0,40,Clouds,scattered clouds,2014-04-07 05:00:00,high
,276.67,0.0,0.0,75,Clouds,broken clouds,2014-04-07 06:00:00,high
,277.0,0.0,0.0,75,Clouds,broken clouds,2014-04-07 07:00:00,high
,277.3,0.0,0.0,90,Clouds,overcast clouds,2014-04-07 08:00:00,high
,279.5,0.0,0.0,90,Clouds,overcast clouds,2014-04-07 09:00:00,high
,282.22,0.0,0.0,40,Clouds,scattered clouds,2014-04-07 10:00:00,high
,284.81,0.0,0.0,40,Clouds,scattered clouds,2014-04-07 11:00:00,high
,285.64,0.0,0.0,40,Clouds,scattered clouds,2014-04-07 12:00:00,high
,286.48,0.0,0.0,40,Clouds,scattered clouds,2014-04-07 13:00:00,high
,287.01,0.0,0.0,20,Clouds,few clouds,2014-04-07 14:00:00,high
,287.19,0.0,0.0,40,Clouds,scattered clouds,2014-04-07 15:00:00,high
,287.18,0.0,0.0,40,Clouds,scattered clouds,2014-04-07 16:00:00,high
,287.0,0.0,0.0,40,Clouds,scattered clouds,2014-04-07 17:00:00,high
,286.34,0.0,0.0,20,Clouds,few clouds,2014-04-07 18:00:00,high
,285.61,0.0,0.0,20,Clouds,few clouds,2014-04-07 19:00:00,high
,283.47,0.0,0.0,20,Clouds,few clouds,2014-04-07 20:00:00,high
,281.87,0.0,0.0,20,Clouds,few clouds,2014-04-07 21:00:00,high
,280.92,0.0,0.0,20,Clouds,few clouds,2014-04-07 22:00:00,medium
,279.83,0.0,0.0,20,Clouds,few clouds,2014-04-07 23:00:00,medium
,279.04,0.0,0.0,1,Clear,sky is clear,2014-04-08 00:00:00,low
,278.23,0.0,0.0,1,Clear,sky is clear,2014-04-08 01:00:00,low
,277.51,0.0,0.0,1,Clear,sky is clear,2014-04-08 02:00:00,low
,276.47,0.0,0.0,1,Clear,sky is clear,2014-04-08 03:00:00,low
,275.85,0.0,0.0,1,Clear,sky is clear,2014-04-08 04:00:00,medium
,275.2,0.0,0.0,1,Clear,sky is clear,2014-04-08 05:00:00,high
,274.48,0.0,0.0,20,Clouds,few clouds,2014-04-08 06:00:00,high
,274.18,0.0,0.0,20,Clouds,few clouds,2014-04-08 07:00:00,high
,274.93,0.0,0.0,1,Clear,sky is clear,2014-04-08 08:00:00,high
,276.14,0.0,0.0,1,Clear,sky is clear,2014-04-08 09:00:00,high
,277.92,0.0,0.0,20,Clouds,few clouds,2014-04-08 10:00:00,high
,279.74,0.0,0.0,20,Clouds,few clouds,2014-04-08 11:00:00,high
,281.49,0.0,0.0,20,Clouds,few clouds,2014-04-08 12:00:00,high
,282.86,0.0,0.0,20,Clouds,few clouds,2014-04-08 13:00:00,high
,283.37,0.0,0.0,20,Clouds,few clouds,2014-04-08 14:00:00,high
,283.82,0.0,0.0,40,Clouds,scattered clouds,2014-04-08 15:00:00,high
,283.84,0.0,0.0,40,Clouds,scattered clouds,2014-04-08 16:00:00,high
,283.77,0.0,0.0,20,Clouds,few clouds,2014-04-08 17:00:00,high
,283.29,0.0,0.0,20,Clouds,few clouds,2014-04-08 18:00:00,high
,282.78,0.0,0.0,20,Clouds,few clouds,2014-04-08 19:00:00,high
,281.08,0.0,0.0,40,Clouds,scattered clouds,2014-04-08 20:00:00,high
,279.34,0.0,0.0,20,Clouds,few clouds,2014-04-08 21:00:00,high
,276.66,0.0,0.0,1,Clear,sky is clear,2014-04-08 22:00:00,high
,275.7,0.0,0.0,1,Clear,sky is clear,2014-04-08 23:00:00,medium
,274.55,0.0,0.0,1,Clear,sky is clear,2014-04-09 00:00:00,low
,273.58,0.0,0.0,1,Clear,sky is clear,2014-04-09 01:00:00,low
,273.39,0.0,0.0,1,Clear,sky is clear,2014-04-09 02:00:00,low
,273.56,0.0,0.0,20,Clouds,few clouds,2014-04-09 03:00:00,low
,274.35,0.0,0.0,75,Clouds,broken clouds,2014-04-09 04:00:00,medium
,275.01,0.0,0.0,75,Clouds,broken clouds,2014-04-09 05:00:00,high
,275.68,0.0,0.0,75,Clouds,broken clouds,2014-04-09 06:00:00,high
,276.31,0.0,0.0,75,Clouds,broken clouds,2014-04-09 07:00:00,high
,277.74,0.0,0.0,75,Clouds,broken clouds,2014-04-09 08:00:00,high
,280.45,0.0,0.0,40,Clouds,scattered clouds,2014-04-09 09:00:00,high
,282.6,0.0,0.0,40,Clouds,scattered clouds,2014-04-09 10:00:00,high
,285.59,0.0,0.0,75,Clouds,broken clouds,2014-04-09 11:00:00,high
,287.38,0.0,0.0,75,Clouds,broken clouds,2014-04-09 12:00:00,high
,288.63,0.0,0.0,75,Clouds,broken clouds,2014-04-09 13:00:00,high
,290.52,0.0,0.0,75,Clouds,broken clouds,2014-04-09 14:00:00,high
,291.94,0.0,0.0,40,Clouds,scattered clouds,2014-04-09 15:00:00,high
,293.32,0.0,0.0,75,Clouds,broken clouds,2014-04-09 16:00:00,high
,293.94,0.0,0.0,75,Clouds,broken clouds,2014-04-09 17:00:00,high
,294.56,0.0,0.0,75,Clouds,broken clouds,2014-04-09 18:00:00,high
,293.59,0.0,0.0,40,Clouds,scattered clouds,2014-04-09 19:00:00,high
,291.03,0.0,0.0,75,Clouds,broken clouds,2014-04-09 20:00:00,high
,290.15,0.0,0.0,75,Clouds,broken clouds,2014-04-09 21:00:00,high
,290.78,0.0,0.0,75,Clouds,broken clouds,2014-04-09 22:00:00,medium
,290.22,0.0,0.0,90,Clouds,overcast clouds,2014-04-09 23:00:00,medium
,289.84,0.0,0.0,90,Clouds,overcast clouds,2014-04-10 00:00:00,low
,288.68,0.0,0.0,90,Clouds,overcast clouds,2014-04-10 01:00:00,low
,286.32,0.0,0.0,90,Clouds,overcast clouds,2014-04-10 02:00:00,low
,284.37,0.25,0.0,75,Rain,light rain,2014-04-10 03:00:00,low
,283.48,0.25,0.0,90,Rain,light rain,2014-04-10 04:00:00,medium
,282.74,0.25,0.0,90,Rain,light rain,2014-04-10 05:00:00,high
,281.44,0.0,0.0,90,Clouds,overcast clouds,2014-04-10 06:00:00,high
,280.56,0.0,0.0,40,Clouds,scattered clouds,2014-04-10 07:00:00,high
,281.28,0.0,0.0,20,Clouds,few clouds,2014-04-10 08:00:00,high
,282.69,0.0,0.0,75,Clouds,broken clouds,2014-04-10 09:00:00,high
,284.37,0.0,0.0,40,Clouds,scattered clouds,2014-04-10 10:00:00,high
,286.06,0.0,0.0,20,Clouds,few clouds,2014-04-10 11:00:00,high
,287.01,0.0,0.0,20,Clouds,few clouds,2014-04-10 12:00:00,high
,287.47,0.25,0.0,20,Rain,light rain,2014-04-10 13:00:00,high
,288.03,0.0,0.0,20,Clouds,few clouds,2014-04-10 14:00:00,high
,288.27,0.0,0.0,1,Clear,sky is clear,2014-04-10 15:00:00,high
,288.66,0.0,0.0,20,Clouds,few clouds,2014-04-10 16:00:00,high
,288.22,0.0,0.0,20,Clouds,few clouds,2014-04-10 17:00:00,high
,287.66,0.0,0.0,40,Clouds,scattered clouds,2014-04-10 18:00:00,high
,286.7,0.0,0.0,75,Clouds,broken clouds,2014-04-10 19:00:00,high
,285.76,0.0,0.0,40,Clouds,scattered clouds,2014-04-10 20:00:00,high
,283.26,0.0,0.0,20,Clouds,few clouds,2014-04-10 21:00:00,high
,281.13,0.0,0.0,20,Clouds,few clouds,2014-04-10 22:00:00,high
,279.87,0.0,0.0,20,Clouds,few clouds,2014-04-10 23:00:00,medium
,279.07,0.0,0.0,1,Clear,sky is clear,2014-04-11 00:00:00,low
,278.62,0.0,0.0,40,Clouds,scattered clouds,2014-04-11 01:00:00,low
,278.59,0.0,0.0,90,Clouds,overcast clouds,2014-04-11 02:00:00,low
,278.68,0.0,0.0,90,Clouds,overcast clouds,2014-04-11 03:00:00,low
,278.88,0.0,0.0,90,Clouds,overcast clouds,2014-04-11 04:00:00,medium
,278.98,0.0,0.0,90,Clouds,overcast clouds,2014-04-11 05:00:00,high
,279.07,0.0,0.0,90,Clouds,overcast clouds,2014-04-11 06:00:00,high
,279.21,0.0,0.0,90,Clouds,overcast clouds,2014-04-11 07:00:00,high
,279.87,0.0,0.0,75,Clouds,broken clouds,2014-04-11 08:00:00,high
,281.09,0.0,0.0,75,Clouds,broken clouds,2014-04-11 09:00:00,high
,282.22,0.0,0.0,75,Clouds,broken clouds,2014-04-11 10:00:00,high
,284.15,0.0,0.0,40,Clouds,scattered clouds,2014-04-11 11:00:00,high
,285.83,0.0,0.0,1,Clear,sky is clear,2014-04-11 12:00:00,high
,287.83,0.0,0.0,1,Clear,sky is clear,2014-04-11 13:00:00,high
,288.81,0.0,0.0,20,Clouds,few clouds,2014-04-11 14:00:00,high
,289.57,0.0,0.0,20,Clouds,few clouds,2014-04-11 15:00:00,high
,290.01,0.0,0.0,40,Clouds,scattered clouds,2014-04-11 16:00:00,high
,290.16,0.0,0.0,40,Clouds,scattered clouds,2014-04-11 17:00:00,high
,289.48,0.0,0.0,90,Clouds,overcast clouds,2014-04-11 18:00:00,high
,288.7,0.0,0.0,90,Clouds,overcast clouds,2014-04-11 19:00:00,high
,287.12,0.0,0.0,90,Clouds,overcast clouds,2014-04-11 20:00:00,high
,285.14,0.0,0.0,1,Clear,sky is clear,2014-04-11 21:00:00,high
,284.27,0.0,0.0,90,Clouds,overcast clouds,2014-04-11 22:00:00,high
,284.23,0.0,0.0,90,Clouds,overcast clouds,2014-04-11 23:00:00,medium
,284.26,0.0,0.0,90,Clouds,overcast clouds,2014-04-12 00:00:00,medium
,284.42,0.0,0.0,90,Clouds,overcast clouds,2014-04-12 01:00:00,low
,284.28,0.0,0.0,90,Clouds,overcast clouds,2014-04-12 02:00:00,low
,283.97,0.0,0.0,90,Clouds,overcast clouds,2014-04-12 03:00:00,low
,283.36,0.0,0.0,90,Clouds,overcast clouds,2014-04-12 04:00:00,low
,282.55,0.25,0.0,90,Rain,light rain,2014-04-12 05:00:00,low
,281.71,0.32,0.0,90,Rain,light rain,2014-04-12 06:00:00,medium
,280.24,0.83,0.0,90,Rain,light rain,2014-04-12 07:00:00,high
,279.94,0.7,0.0,90,Rain,light rain,2014-04-12 08:00:00,high
,279.85,0.7,0.0,90,Rain,light rain,2014-04-12 09:00:00,high
,280.43,0.25,0.0,90,Rain,light rain,2014-04-12 10:00:00,high
,281.4,0.25,0.0,90,Rain,light rain,2014-04-12 11:00:00,high
,282.88,0.0,0.0,20,Clouds,few clouds,2014-04-12 12:00:00,high
,284.08,0.25,0.0,90,Rain,light rain,2014-04-12 13:00:00,high
,284.91,0.0,0.0,90,Clouds,overcast clouds,2014-04-12 14:00:00,high
,285.03,0.0,0.0,90,Clouds,overcast clouds,2014-04-12 15:00:00,high
,285.3,0.25,0.0,90,Rain,light rain,2014-04-12 16:00:00,high
,285.23,0.0,0.0,90,Clouds,overcast clouds,2014-04-12 17:00:00,high
,284.71,0.0,0.0,90,Clouds,overcast clouds,2014-04-12 18:00:00,high
,283.66,0.0,0.0,90,Clouds,overcast clouds,2014-04-12 19:00:00,high
,282.53,0.25,0.0,90,Rain,light rain,2014-04-12 20:00:00,high
,281.91,0.0,0.0,90,Clouds,overcast clouds,2014-04-12 21:00:00,high
,281.15,0.0,0.0,90,Clouds,overcast clouds,2014-04-12 22:00:00,high
,280.74,0.0,0.0,90,Clouds,overcast clouds,2014-04-12 23:00:00,high
,280.36,0.0,0.0,90,Clouds,overcast clouds,2014-04-13 00:00:00,medium
,279.87,0.0,0.0,90,Clouds,overcast clouds,2014-04-13 01:00:00,medium
,279.39,0.0,0.0,90,Clouds,overcast clouds,2014-04-13 02:00:00,low
,279.24,0.0,0.0,90,Clouds,overcast clouds,2014-04-13 03:00:00,low
,278.72,0.0,0.0,90,Clouds,overcast clouds,2014-04-13 04:00:00,low
,278.54,0.0,0.0,90,Clouds,overcast clouds,2014-04-13 05:00:00,low
,277.99,0.0,0.0,90,Clouds,overcast clouds,2014-04-13 06:00:00,medium
,277.85,0.0,0.0,90,Clouds,overcast clouds,2014-04-13 07:00:00,medium
,278.11,0.0,0.0,90,Clouds,overcast clouds,2014-04-13 08:00:00,medium
,278.34,0.0,0.0,90,Clouds,overcast clouds,2014-04-13 09:00:00,high
,278.51,0.0,0.0,90,Clouds,overcast clouds,2014-04-13 10:00:00,high
,278.77,0.0,0.0,90,Clouds,overcast clouds,2014-04-13 11:00:00,high
,278.3,0.0,0.0,90,Clouds,overcast clouds,2014-04-13 12:00:00,high
,277.9,0.0,0.0,90,Clouds,overcast clouds,2014-04-13 13:00:00,high
,277.56,0.0,0.0,90,Clouds,overcast clouds,2014-04-13 14:00:00,high
,277.58,0.0,0.0,90,Clouds,overcast clouds,2014-04-13 15:00:00,high
,277.46,0.0,0.0,90,Clouds,overcast clouds,2014-04-13 16:00:00,high
,277.19,0.0,0.0,90,Clouds,overcast clouds,2014-04-13 17:00:00,high
,276.92,1.02,0.0,90,Rain,moderate rain,2014-04-13 18:00:00,high
,276.41,1.02,0.0,90,Rain,moderate rain,2014-04-13 19:00:00,high
,275.89,0.0,0.0,90,Clouds,overcast clouds,2014-04-13 20:00:00,high
,275.45,0.0,0.0,90,Clouds,overcast clouds,2014-04-13 21:00:00,high
,275.21,0.0,0.0,90,Clouds,overcast clouds,2014-04-13 22:00:00,high
,274.92,0.0,0.0,90,Clouds,overcast clouds,2014-04-13 23:00:00,medium
,273.96,0.0,0.0,90,Clouds,overcast clouds,2014-04-14 00:00:00,low
,273.3,0.25,0.0,90,Rain,light rain,2014-04-14 01:00:00,low
,272.8,0.25,0.0,90,Rain,light rain,2014-04-14 02:00:00,low
,272.33,0.0,0.0,90,Clouds,overcast clouds,2014-04-14 03:00:00,low
,271.86,0.0,0.0,90,Clouds,overcast clouds,2014-04-14 04:00:00,medium
,271.41,0.0,0.0,90,Clouds,overcast clouds,2014-04-14 05:00:00,high
,270.86,0.0,0.0,75,Clouds,broken clouds,2014-04-14 06:00:00,high
,270.84,0.0,0.0,90,Clouds,overcast clouds,2014-04-14 07:00:00,high
,270.7,0.0,0.0,90,Clouds,overcast clouds,2014-04-14 08:00:00,high
,271.18,0.0,0.0,75,Clouds,broken clouds,2014-04-14 09:00:00,high
,271.97,0.0,0.0,75,Clouds,broken clouds,2014-04-14 10:00:00,high
,272.91,0.0,0.0,40,Clouds,scattered clouds,2014-04-14 11:00:00,high
,273.75,0.0,0.0,75,Clouds,broken clouds,2014-04-14 12:00:00,high
,274.61,0.0,0.0,75,Clouds,broken clouds,2014-04-14 13:00:00,high
,275.18,0.0,0.0,40,Clouds,scattered clouds,2014-04-14 14:00:00,high
,275.28,0.0,0.0,75,Clouds,broken clouds,2014-04-14 15:00:00,high
,275.07,0.0,0.0,75,Clouds,broken clouds,2014-04-14 16:00:00,high
,275.04,0.0,0.0,75,Clouds,broken clouds,2014-04-14 17:00:00,high
,274.37,0.0,0.0,75,Clouds,broken clouds,2014-04-14 18:00:00,high
,273.71,0.0,0.0,75,Clouds,broken clouds,2014-04-14 19:00:00,high
,272.51,0.0,0.0,40,Clouds,scattered clouds,2014-04-14 20:00:00,high
,271.77,0.0,0.0,20,Clouds,few clouds,2014-04-14 21:00:00,high
,270.98,0.0,0.0,20,Clouds,few clouds,2014-04-14 22:00:00,medium
,270.51,0.0,0.0,20,Clouds,few clouds,2014-04-14 23:00:00,medium
,269.99,0.0,0.0,40,Clouds,scattered clouds,2014-04-15 00:00:00,low
,269.23,0.0,0.0,75,Clouds,broken clouds,2014-04-15 01:00:00,low
,268.51,0.0,0.0,75,Clouds,broken clouds,2014-04-15 02:00:00,low
,267.74,0.0,0.0,75,Clouds,broken clouds,2014-04-15 03:00:00,low
,267.38,0.0,0.0,1,Clear,sky is clear,2014-04-15 04:00:00,medium
,267.3,0.0,0.0,0,Clear,sky is clear,2014-04-15 05:00:00,high
,265.9,0.0,0.0,1,Clear,sky is clear,2014-04-15 06:00:00,high
,266.29,0.0,0.0,1,Clear,sky is clear,2014-04-15 07:00:00,high
,266.88,0.0,0.0,1,Clear,sky is clear,2014-04-15 08:00:00,high
,268.02,0.0,0.0,1,Clear,sky is clear,2014-04-15 09:00:00,high
,269.37,0.0,0.0,20,Clouds,few clouds,2014-04-15 10:00:00,high
,270.52,0.0,0.0,1,Clear,sky is clear,2014-04-15 11:00:00,high
,271.62,0.0,0.0,1,Clear,sky is clear,2014-04-15 12:00:00,high
,272.54,0.0,0.0,20,Clouds,few clouds,2014-04-15 13:00:00,high
,274.05,0.0,0.0,20,Clouds,few clouds,2014-04-15 14:00:00,high
,274.99,0.0,0.0,20,Clouds,few clouds,2014-04-15 15:00:00,high
,275.64,0.0,0.0,75,Clouds,broken clouds,2014-04-15 16:00:00,high
,275.96,0.0,0.0,40,Clouds,scattered clouds,2014-04-15 17:00:00,high
,275.79,0.0,0.0,75,Clouds,broken clouds,2014-04-15 18:00:00,high
,275.26,0.0,0.0,90,Clouds,overcast clouds,2014-04-15 19:00:00,high
,274.65,0.0,0.0,90,Clouds,overcast clouds,2014-04-15 20:00:00,high
,274.37,0.0,0.0,90,Clouds,overcast clouds,2014-04-15 21:00:00,high
,274.09,0.0,0.0,90,Clouds,overcast clouds,2014-04-15 22:00:00,high
,274.21,0.0,0.0,90,Clouds,overcast clouds,2014-04-15 23:00:00,medium
,274.18,0.0,0.0,90,Clouds,overcast clouds,2014-04-16 00:00:00,low
,274.17,0.0,0.0,90,Clouds,overcast clouds,2014-04-16 01:00:00,low
,274.07,0.0,0.0,90,Clouds,overcast clouds,2014-04-16 02:00:00,low
,273.76,0.0,0.0,90,Clouds,overcast clouds,2014-04-16 03:00:00,low
,273.3,0.0,0.0,90,Clouds,overcast clouds,2014-04-16 04:00:00,medium
,273.21,0.0,0.0,90,Clouds,overcast clouds,2014-04-16 05:00:00,high
,273.16,0.0,0.0,90,Clouds,overcast clouds,2014-04-16 06:00:00,high
,273.48,0.0,0.0,90,Clouds,overcast clouds,2014-04-16 07:00:00,high
,273.74,0.0,0.0,90,Clouds,overcast clouds,2014-04-16 08:00:00,high
,273.76,0.0,0.0,90,Clouds,overcast clouds,2014-04-16 09:00:00,high
,273.36,0.0,0.0,90,Clouds,overcast clouds,2014-04-16 10:00:00,high
,273.2,0.0,0.0,90,Clouds,overcast clouds,2014-04-16 11:00:00,high
,273.56,0.25,0.0,90,Rain,light rain,2014-04-16 12:00:00,high
,274.54,0.27,0.0,90,Rain,light rain,2014-04-16 13:00:00,high
,274.99,0.25,0.0,90,Rain,light rain,2014-04-16 14:00:00,high
,274.72,0.36,0.0,90,Rain,light rain,2014-04-16 15:00:00,high
,274.17,0.38,0.0,90,Rain,light rain,2014-04-16 16:00:00,high
,273.75,1.08,0.0,90,Rain,moderate rain,2014-04-16 17:00:00,high
,273.43,1.71,0.0,90,Rain,moderate rain,2014-04-16 18:00:00,high
,273.52,2.35,0.0,90,Rain,moderate rain,2014-04-16 19:00:00,high
,273.4,1.86,0.0,90,Rain,moderate rain,2014-04-16 20:00:00,high
,273.48,2.11,0.0,90,Rain,moderate rain,2014-04-16 21:00:00,high
,273.42,2.86,0.0,90,Rain,moderate rain,2014-04-16 22:00:00,medium
,272.87,2.53,0.0,90,Rain,moderate rain,2014-04-16 23:00:00,medium
,272.45,2.85,0.0,90,Rain,moderate rain,2014-04-17 00:00:00,low
,271.8,0.64,0.0,90,Rain,light rain,2014-04-17 01:00:00,low
,271.75,0.44,0.0,90,Rain,light rain,2014-04-17 02:00:00,low
,271.68,0.0,0.0,90,Clouds,overcast clouds,2014-04-17 03:00:00,low
,271.68,0.0,0.0,90,Clouds,overcast clouds,2014-04-17 04:00:00,medium
,271.73,0.51,0.0,90,Rain,light rain,2014-04-17 05:00:00,high
,271.73,0.51,0.0,90,Rain,light rain,2014-04-17 06:00:00,high
,271.84,0.0,0.0,90,Clouds,overcast clouds,2014-04-17 07:00:00,high
,271.94,0.0,0.0,90,Clouds,overcast clouds,2014-04-17 08:00:00,high
,272.05,0.25,0.0,90,Rain,light rain,2014-04-17 09:00:00,high
,272.56,0.0,0.0,90,Clouds,overcast clouds,2014-04-17 10:00:00,high
,273.23,0.25,0.0,90,Rain,light rain,2014-04-17 11:00:00,high
,274.26,0.46,0.0,90,Rain,light rain,2014-04-17 12:00:00,high
,275.14,0.97,0.0,90,Rain,light rain,2014-04-17 13:00:00,high
,276.05,1.78,0.0,90,Rain,moderate rain,2014-04-17 14:00:00,high
,277.18,2.21,0.0,75,Rain,moderate rain,2014-04-17 15:00:00,high
,277.77,1.3,0.0,40,Rain,moderate rain,2014-04-17 16:00:00,high
,278.13,0.91,0.0,40,Rain,light rain,2014-04-17 17:00:00,high
,278.09,0.51,0.0,40,Rain,light rain,2014-04-17 18:00:00,high
,277.63,0.51,0.0,20,Rain,light rain,2014-04-17 19:00:00,high
,276.24,0.0,0.0,1,Clear,sky is clear,2014-04-17 20:00:00,high
,274.62,0.25,0.0,1,Rain,light rain,2014-04-17 21:00:00,high
,273.17,0.25,0.0,1,Rain,light rain,2014-04-17 22:00:00,high
,271.96,0.51,0.0,1,Rain,light rain,2014-04-17 23:00:00,medium
,271.12,0.0,0.0,1,Clear,sky is clear,2014-04-18 00:00:00,medium
,270.63,0.0,0.0,1,Clear,sky is clear,2014-04-18 01:00:00,low
,270.06,0.0,0.0,1,Clear,sky is clear,2014-04-18 02:00:00,low
,269.64,0.0,0.0,1,Clear,sky is clear,2014-04-18 03:00:00,low
,269.24,0.0,0.0,1,Clear,sky is clear,2014-04-18 04:00:00,low
,268.93,0.0,0.0,1,Clear,sky is clear,2014-04-18 05:00:00,high
,269.18,0.0,0.0,40,Clouds,scattered clouds,2014-04-18 06:00:00,high
,270.19,0.0,0.0,75,Clouds,broken clouds,2014-04-18 07:00:00,high
,271.84,0.0,0.0,90,Clouds,overcast clouds,2014-04-18 08:00:00,high
,274.43,0.0,0.0,90,Clouds,overcast clouds,2014-04-18 09:00:00,high
,276.42,0.25,0.0,75,Rain,light rain,2014-04-18 10:00:00,high
,278.77,0.51,0.0,40,Rain,light rain,2014-04-18 11:00:00,high
,280.3,1.27,0.0,40,Rain,moderate rain,2014-04-18 12:00:00,high
,281.6,0.64,0.0,40,Rain,light rain,2014-04-18 13:00:00,high
,282.49,0.34,0.0,75,Rain,light rain,2014-04-18 14:00:00,high
,283.21,0.0,0.0,75,Clouds,broken clouds,2014-04-18 15:00:00,high
,283.59,0.0,0.0,90,Clouds,overcast clouds,2014-04-18 16:00:00,high
,283.12,0.0,0.0,90,Clouds,overcast clouds,2014-04-18 17:00:00,high
,283.16,0.0,0.0,90,Clouds,overcast clouds,2014-04-18 18:00:00,high
,283.23,0.0,0.0,75,Clouds,broken clouds,2014-04-18 19:00:00,high
,282.19,0.0,0.0,75,Clouds,broken clouds,2014-04-18 20:00:00,high
,281.05,0.0,0.0,75,Clouds,broken clouds,2014-04-18 21:00:00,high
,280.42,0.0,0.0,75,Clouds,broken clouds,2014-04-18 22:00:00,high
,280.04,0.0,0.0,75,Clouds,broken clouds,2014-04-18 23:00:00,medium
,279.72,0.0,0.0,75,Clouds,broken clouds,2014-04-19 00:00:00,medium
,279.63,0.25,0.0,75,Rain,light rain,2014-04-19 01:00:00,medium
,279.7,0.25,0.0,20,Rain,light rain,2014-04-19 02:00:00,low
,279.78,0.0,0.0,40,Clouds,scattered clouds,2014-04-19 03:00:00,low
,279.95,0.0,0.0,75,Clouds,broken clouds,2014-04-19 04:00:00,low
,280.07,0.0,0.0,75,Clouds,broken clouds,2014-04-19 05:00:00,low
,279.66,0.0,0.0,75,Clouds,broken clouds,2014-04-19 06:00:00,medium
,279.46,0.0,0.0,75,Clouds,broken clouds,2014-04-19 07:00:00,medium
,279.95,0.0,0.0,75,Clouds,broken clouds,2014-04-19 08:00:00,high
,280.64,0.0,0.0,75,Clouds,broken clouds,2014-04-19 09:00:00,high
,281.45,0.0,0.0,90,Clouds,overcast clouds,2014-04-19 10:00:00,high
,283.14,0.0,0.0,90,Clouds,overcast clouds,2014-04-19 11:00:00,high
